time_MS,frame,ID,top_left,top_right,bottom_right,bottom_left
0.0,1.0,16,"(394.0, 926.0)","(391.0, 899.0)","(412.0, 897.0)","(415.0, 924.0)"
40.0,2.0,16,"(394.0, 926.0)","(391.0, 899.0)","(412.0, 896.0)","(415.0, 924.0)"
119.0,3.0,16,"(395.0, 926.0)","(391.0, 899.0)","(412.0, 896.0)","(415.0, 924.0)"
160.0,4.0,16,"(394.0, 925.0)","(391.0, 898.0)","(412.0, 896.0)","(415.0, 923.0)"
200.0,5.0,16,"(394.0, 925.0)","(391.0, 898.0)","(412.0, 896.0)","(415.0, 923.0)"
240.0,6.0,16,"(394.0, 925.0)","(391.0, 898.0)","(412.0, 896.0)","(415.0, 923.0)"
319.0,7.0,16,"(394.0, 925.0)","(391.0, 898.0)","(412.0, 896.0)","(415.0, 923.0)"
360.0,8.0,16,"(394.0, 925.0)","(391.0, 898.0)","(412.0, 896.0)","(415.0, 923.0)"
360.0,8.0,14,"(1911.0, 905.0)","(1920.0, 875.0)","(1951.0, 878.0)","(1941.0, 909.0)"
400.0,9.0,16,"(394.0, 925.0)","(391.0, 898.0)","(412.0, 896.0)","(415.0, 923.0)"
440.0,10.0,16,"(394.0, 925.0)","(391.0, 898.0)","(413.0, 896.0)","(415.0, 923.0)"
440.0,10.0,14,"(1912.0, 905.0)","(1923.0, 873.0)","(1952.0, 876.0)","(1943.0, 908.0)"
519.0,11.0,16,"(394.0, 925.0)","(391.0, 898.0)","(412.0, 895.0)","(415.0, 923.0)"
560.0,12.0,16,"(395.0, 925.0)","(391.0, 898.0)","(412.0, 895.0)","(416.0, 923.0)"
560.0,12.0,20,"(1168.0, 556.0)","(1145.0, 539.0)","(1164.0, 518.0)","(1188.0, 536.0)"
600.0,13.0,16,"(395.0, 925.0)","(392.0, 898.0)","(412.0, 895.0)","(416.0, 923.0)"
600.0,13.0,20,"(1169.0, 555.0)","(1145.0, 539.0)","(1164.0, 518.0)","(1188.0, 535.0)"
640.0,14.0,16,"(395.0, 925.0)","(392.0, 898.0)","(412.0, 895.0)","(416.0, 923.0)"
640.0,14.0,20,"(1169.0, 555.0)","(1145.0, 539.0)","(1165.0, 518.0)","(1188.0, 535.0)"
719.0,15.0,16,"(395.0, 925.0)","(392.0, 898.0)","(413.0, 896.0)","(416.0, 923.0)"
719.0,15.0,20,"(1169.0, 555.0)","(1145.0, 539.0)","(1165.0, 518.0)","(1188.0, 535.0)"
760.0,16.0,16,"(395.0, 925.0)","(392.0, 898.0)","(413.0, 896.0)","(416.0, 923.0)"
800.0,17.0,16,"(394.0, 925.0)","(391.0, 898.0)","(412.0, 895.0)","(416.0, 923.0)"
840.0,18.0,16,"(394.0, 925.0)","(391.0, 898.0)","(413.0, 895.0)","(416.0, 923.0)"
919.0,19.0,16,"(394.0, 925.0)","(391.0, 898.0)","(413.0, 895.0)","(416.0, 923.0)"
960.0,20.0,16,"(394.0, 925.0)","(391.0, 898.0)","(413.0, 895.0)","(416.0, 923.0)"
1000.0,21.0,16,"(394.0, 925.0)","(391.0, 898.0)","(413.0, 895.0)","(416.0, 923.0)"
1040.0,22.0,16,"(395.0, 925.0)","(391.0, 898.0)","(413.0, 895.0)","(416.0, 923.0)"
1119.0,23.0,16,"(395.0, 925.0)","(391.0, 898.0)","(413.0, 896.0)","(416.0, 923.0)"
1119.0,23.0,14,"(1912.0, 905.0)","(1921.0, 873.0)","(1951.0, 876.0)","(1942.0, 907.0)"
1160.0,24.0,16,"(395.0, 925.0)","(391.0, 898.0)","(413.0, 896.0)","(416.0, 923.0)"
1160.0,24.0,14,"(1910.0, 904.0)","(1921.0, 873.0)","(1951.0, 876.0)","(1942.0, 907.0)"
1200.0,25.0,16,"(395.0, 925.0)","(391.0, 898.0)","(413.0, 895.0)","(416.0, 923.0)"
1240.0,26.0,16,"(395.0, 925.0)","(391.0, 898.0)","(413.0, 895.0)","(416.0, 923.0)"
1319.0,27.0,16,"(395.0, 925.0)","(392.0, 898.0)","(413.0, 896.0)","(416.0, 923.0)"
1319.0,27.0,14,"(1913.0, 904.0)","(1922.0, 873.0)","(1952.0, 876.0)","(1943.0, 907.0)"
1360.0,28.0,16,"(395.0, 925.0)","(392.0, 897.0)","(413.0, 895.0)","(416.0, 923.0)"
1360.0,28.0,14,"(1911.0, 904.0)","(1922.0, 873.0)","(1952.0, 876.0)","(1943.0, 907.0)"
1400.0,29.0,16,"(395.0, 925.0)","(392.0, 898.0)","(414.0, 895.0)","(417.0, 923.0)"
1400.0,29.0,14,"(1910.0, 906.0)","(1922.0, 873.0)","(1952.0, 876.0)","(1943.0, 907.0)"
1440.0,30.0,16,"(395.0, 925.0)","(392.0, 898.0)","(414.0, 895.0)","(417.0, 923.0)"
1440.0,30.0,14,"(1911.0, 903.0)","(1922.0, 873.0)","(1952.0, 876.0)","(1943.0, 907.0)"
1519.0,31.0,16,"(395.0, 925.0)","(392.0, 898.0)","(414.0, 895.0)","(417.0, 923.0)"
1560.0,32.0,16,"(395.0, 925.0)","(392.0, 898.0)","(414.0, 895.0)","(417.0, 923.0)"
1600.0,33.0,16,"(395.0, 925.0)","(392.0, 898.0)","(414.0, 895.0)","(417.0, 923.0)"
1600.0,33.0,14,"(1913.0, 903.0)","(1921.0, 873.0)","(1952.0, 876.0)","(1942.0, 907.0)"
1640.0,34.0,16,"(395.0, 925.0)","(392.0, 898.0)","(414.0, 895.0)","(417.0, 923.0)"
1640.0,34.0,11,"(713.0, 614.0)","(720.0, 595.0)","(722.0, 614.0)","(715.0, 632.0)"
1719.0,35.0,16,"(395.0, 925.0)","(392.0, 897.0)","(414.0, 895.0)","(417.0, 923.0)"
1760.0,36.0,16,"(395.0, 925.0)","(392.0, 897.0)","(414.0, 895.0)","(417.0, 923.0)"
1800.0,37.0,16,"(395.0, 925.0)","(392.0, 897.0)","(414.0, 895.0)","(417.0, 923.0)"
1840.0,38.0,16,"(395.0, 925.0)","(392.0, 897.0)","(414.0, 895.0)","(417.0, 923.0)"
1840.0,38.0,11,"(713.0, 613.0)","(721.0, 594.0)","(723.0, 614.0)","(715.0, 634.0)"
1919.0,39.0,16,"(396.0, 925.0)","(392.0, 897.0)","(414.0, 895.0)","(417.0, 922.0)"
1919.0,39.0,11,"(713.0, 614.0)","(721.0, 592.0)","(723.0, 614.0)","(715.0, 636.0)"
