time_MS,frame,ID,top_left,top_right,bottom_right,bottom_left
0.0,1.0,20.0,"(763.0, 691.0)","(749.0, 719.0)","(724.0, 706.0)","(738.0, 677.0)"
41.0,2.0,20.0,"(763.0, 691.0)","(749.0, 719.0)","(724.0, 706.0)","(738.0, 677.0)"
81.0,3.0,20.0,"(763.0, 691.0)","(749.0, 719.0)","(724.0, 705.0)","(738.0, 677.0)"
121.0,4.0,20.0,"(763.0, 691.0)","(749.0, 719.0)","(724.0, 705.0)","(738.0, 677.0)"
200.0,5.0,20.0,"(763.0, 691.0)","(749.0, 719.0)","(724.0, 705.0)","(738.0, 677.0)"
241.0,6.0,20.0,"(763.0, 691.0)","(749.0, 719.0)","(725.0, 705.0)","(739.0, 677.0)"
281.0,7.0,20.0,"(763.0, 691.0)","(749.0, 719.0)","(725.0, 705.0)","(739.0, 677.0)"
321.0,8.0,20.0,"(763.0, 691.0)","(749.0, 719.0)","(725.0, 705.0)","(739.0, 677.0)"
400.0,9.0,20.0,"(764.0, 691.0)","(749.0, 719.0)","(725.0, 705.0)","(739.0, 677.0)"
440.0,10.0,20.0,"(764.0, 691.0)","(749.0, 719.0)","(725.0, 705.0)","(739.0, 677.0)"
481.0,11.0,20.0,"(764.0, 691.0)","(749.0, 719.0)","(725.0, 705.0)","(739.0, 677.0)"
520.0,12.0,20.0,"(764.0, 691.0)","(750.0, 719.0)","(725.0, 705.0)","(739.0, 677.0)"
600.0,13.0,20.0,"(764.0, 691.0)","(750.0, 719.0)","(725.0, 705.0)","(739.0, 677.0)"
640.0,14.0,20.0,"(764.0, 691.0)","(750.0, 719.0)","(725.0, 705.0)","(739.0, 677.0)"
681.0,15.0,20.0,"(764.0, 691.0)","(750.0, 719.0)","(725.0, 705.0)","(739.0, 677.0)"
720.0,16.0,20.0,"(764.0, 691.0)","(751.0, 720.0)","(725.0, 705.0)","(739.0, 677.0)"
800.0,17.0,20.0,"(764.0, 691.0)","(751.0, 720.0)","(725.0, 705.0)","(739.0, 677.0)"
841.0,18.0,20.0,"(764.0, 691.0)","(751.0, 720.0)","(725.0, 705.0)","(739.0, 677.0)"
880.0,19.0,20.0,"(764.0, 691.0)","(751.0, 720.0)","(725.0, 705.0)","(739.0, 677.0)"
920.0,20.0,20.0,"(764.0, 691.0)","(751.0, 720.0)","(725.0, 705.0)","(739.0, 677.0)"
1000.0,21.0,20.0,"(764.0, 691.0)","(751.0, 720.0)","(725.0, 705.0)","(739.0, 677.0)"
1040.0,22.0,20.0,"(764.0, 691.0)","(751.0, 720.0)","(725.0, 705.0)","(739.0, 677.0)"
1080.0,23.0,20.0,"(764.0, 691.0)","(751.0, 720.0)","(725.0, 705.0)","(739.0, 677.0)"
1120.0,24.0,20.0,"(764.0, 691.0)","(750.0, 719.0)","(725.0, 705.0)","(739.0, 677.0)"
1200.0,25.0,20.0,"(764.0, 691.0)","(750.0, 719.0)","(725.0, 705.0)","(739.0, 677.0)"
