time_MS,frame,ID,top_left,top_right,bottom_right,bottom_left
0.0,1.0,16.0,"(1663.0, 667.0)","(1639.0, 681.0)","(1627.0, 653.0)","(1651.0, 640.0)"
0.0,1.0,18.0,"(604.0, 450.0)","(627.0, 455.0)","(619.0, 482.0)","(594.0, 477.0)"
0.0,1.0,11.0,"(1493.0, 458.0)","(1517.0, 441.0)","(1533.0, 465.0)","(1508.0, 483.0)"
40.0,2.0,16.0,"(1663.0, 667.0)","(1639.0, 680.0)","(1627.0, 653.0)","(1651.0, 640.0)"
40.0,2.0,18.0,"(604.0, 451.0)","(627.0, 455.0)","(619.0, 483.0)","(594.0, 478.0)"
40.0,2.0,11.0,"(1493.0, 458.0)","(1517.0, 441.0)","(1533.0, 465.0)","(1509.0, 483.0)"
80.0,3.0,16.0,"(1663.0, 667.0)","(1639.0, 680.0)","(1627.0, 653.0)","(1651.0, 640.0)"
80.0,3.0,18.0,"(604.0, 451.0)","(627.0, 455.0)","(619.0, 483.0)","(595.0, 478.0)"
80.0,3.0,11.0,"(1493.0, 458.0)","(1517.0, 441.0)","(1533.0, 465.0)","(1508.0, 483.0)"
120.0,4.0,16.0,"(1663.0, 667.0)","(1640.0, 680.0)","(1628.0, 652.0)","(1652.0, 640.0)"
120.0,4.0,18.0,"(604.0, 451.0)","(628.0, 455.0)","(620.0, 483.0)","(595.0, 478.0)"
120.0,4.0,11.0,"(1493.0, 459.0)","(1516.0, 442.0)","(1532.0, 466.0)","(1508.0, 484.0)"
199.0,5.0,16.0,"(1663.0, 667.0)","(1640.0, 680.0)","(1628.0, 652.0)","(1652.0, 640.0)"
199.0,5.0,18.0,"(604.0, 451.0)","(628.0, 454.0)","(620.0, 482.0)","(596.0, 478.0)"
199.0,5.0,11.0,"(1492.0, 460.0)","(1516.0, 442.0)","(1532.0, 466.0)","(1508.0, 484.0)"
240.0,6.0,16.0,"(1663.0, 667.0)","(1640.0, 680.0)","(1628.0, 652.0)","(1652.0, 639.0)"
240.0,6.0,18.0,"(604.0, 451.0)","(628.0, 454.0)","(620.0, 482.0)","(596.0, 478.0)"
240.0,6.0,11.0,"(1492.0, 460.0)","(1516.0, 442.0)","(1532.0, 466.0)","(1508.0, 484.0)"
280.0,7.0,16.0,"(1663.0, 667.0)","(1640.0, 680.0)","(1628.0, 652.0)","(1652.0, 639.0)"
280.0,7.0,18.0,"(604.0, 450.0)","(628.0, 454.0)","(620.0, 482.0)","(596.0, 478.0)"
280.0,7.0,11.0,"(1492.0, 460.0)","(1516.0, 442.0)","(1532.0, 466.0)","(1508.0, 484.0)"
320.0,8.0,16.0,"(1663.0, 667.0)","(1640.0, 680.0)","(1628.0, 652.0)","(1652.0, 639.0)"
320.0,8.0,18.0,"(604.0, 450.0)","(628.0, 454.0)","(620.0, 481.0)","(596.0, 478.0)"
320.0,8.0,11.0,"(1492.0, 460.0)","(1516.0, 443.0)","(1531.0, 467.0)","(1508.0, 485.0)"
399.0,9.0,16.0,"(1663.0, 667.0)","(1640.0, 680.0)","(1629.0, 652.0)","(1653.0, 639.0)"
