time_MS,frame,ID,top_left,top_right,bottom_right,bottom_left
0.0,1.0,16,"(388.0, 925.0)","(386.0, 897.0)","(406.0, 895.0)","(409.0, 923.0)"
0.0,1.0,11,"(840.0, 629.0)","(814.0, 612.0)","(818.0, 595.0)","(844.0, 611.0)"
0.0,1.0,20,"(1090.0, 480.0)","(1107.0, 495.0)","(1082.0, 512.0)","(1066.0, 497.0)"
41.0,2.0,16,"(389.0, 925.0)","(386.0, 897.0)","(406.0, 895.0)","(409.0, 923.0)"
41.0,2.0,11,"(839.0, 629.0)","(814.0, 613.0)","(817.0, 595.0)","(844.0, 611.0)"
41.0,2.0,20,"(1091.0, 480.0)","(1108.0, 495.0)","(1084.0, 512.0)","(1066.0, 497.0)"
120.0,3.0,16,"(389.0, 925.0)","(386.0, 897.0)","(406.0, 895.0)","(409.0, 923.0)"
120.0,3.0,11,"(839.0, 629.0)","(814.0, 613.0)","(817.0, 595.0)","(843.0, 611.0)"
120.0,3.0,20,"(1092.0, 480.0)","(1108.0, 495.0)","(1084.0, 512.0)","(1066.0, 497.0)"
161.0,4.0,16,"(389.0, 925.0)","(386.0, 898.0)","(406.0, 895.0)","(412.0, 923.0)"
161.0,4.0,11,"(840.0, 630.0)","(814.0, 613.0)","(817.0, 595.0)","(843.0, 611.0)"
161.0,4.0,20,"(1092.0, 480.0)","(1108.0, 494.0)","(1084.0, 511.0)","(1068.0, 496.0)"
201.0,5.0,16,"(389.0, 925.0)","(386.0, 898.0)","(406.0, 895.0)","(412.0, 923.0)"
201.0,5.0,11,"(840.0, 630.0)","(814.0, 613.0)","(817.0, 595.0)","(843.0, 611.0)"
201.0,5.0,20,"(1092.0, 480.0)","(1108.0, 494.0)","(1084.0, 511.0)","(1068.0, 496.0)"
241.0,6.0,16,"(390.0, 925.0)","(387.0, 897.0)","(408.0, 896.0)","(412.0, 923.0)"
241.0,6.0,11,"(839.0, 629.0)","(814.0, 613.0)","(817.0, 595.0)","(843.0, 611.0)"
241.0,6.0,20,"(1091.0, 479.0)","(1110.0, 494.0)","(1084.0, 511.0)","(1068.0, 496.0)"
320.0,7.0,16,"(390.0, 925.0)","(387.0, 897.0)","(408.0, 895.0)","(411.0, 923.0)"
320.0,7.0,11,"(839.0, 629.0)","(814.0, 613.0)","(816.0, 596.0)","(843.0, 611.0)"
320.0,7.0,20,"(1091.0, 479.0)","(1110.0, 494.0)","(1084.0, 511.0)","(1068.0, 496.0)"
361.0,8.0,16,"(390.0, 925.0)","(387.0, 897.0)","(408.0, 895.0)","(411.0, 923.0)"
361.0,8.0,11,"(839.0, 629.0)","(813.0, 613.0)","(816.0, 596.0)","(843.0, 611.0)"
361.0,8.0,20,"(1092.0, 479.0)","(1109.0, 494.0)","(1085.0, 511.0)","(1068.0, 496.0)"
401.0,9.0,16,"(389.0, 927.0)","(387.0, 897.0)","(408.0, 895.0)","(412.0, 923.0)"
401.0,9.0,11,"(839.0, 629.0)","(813.0, 613.0)","(816.0, 596.0)","(843.0, 611.0)"
401.0,9.0,20,"(1093.0, 479.0)","(1109.0, 494.0)","(1085.0, 511.0)","(1068.0, 496.0)"
441.0,10.0,11,"(839.0, 630.0)","(813.0, 613.0)","(816.0, 596.0)","(843.0, 611.0)"
441.0,10.0,16,"(391.0, 924.0)","(388.0, 897.0)","(409.0, 895.0)","(412.0, 923.0)"
441.0,10.0,20,"(1093.0, 479.0)","(1109.0, 494.0)","(1086.0, 511.0)","(1069.0, 496.0)"
520.0,11.0,16,"(391.0, 925.0)","(388.0, 897.0)","(409.0, 895.0)","(412.0, 923.0)"
520.0,11.0,11,"(839.0, 630.0)","(813.0, 613.0)","(816.0, 596.0)","(843.0, 611.0)"
520.0,11.0,20,"(1093.0, 479.0)","(1110.0, 494.0)","(1086.0, 511.0)","(1068.0, 495.0)"
561.0,12.0,16,"(391.0, 925.0)","(388.0, 897.0)","(409.0, 895.0)","(412.0, 923.0)"
561.0,12.0,11,"(839.0, 629.0)","(813.0, 613.0)","(816.0, 595.0)","(843.0, 611.0)"
561.0,12.0,20,"(1093.0, 479.0)","(1110.0, 494.0)","(1086.0, 511.0)","(1070.0, 496.0)"
601.0,13.0,16,"(391.0, 925.0)","(388.0, 897.0)","(409.0, 895.0)","(412.0, 923.0)"
601.0,13.0,11,"(839.0, 629.0)","(814.0, 613.0)","(816.0, 595.0)","(843.0, 611.0)"
601.0,13.0,20,"(1094.0, 479.0)","(1111.0, 494.0)","(1086.0, 511.0)","(1070.0, 496.0)"
641.0,14.0,16,"(391.0, 924.0)","(388.0, 897.0)","(409.0, 895.0)","(412.0, 923.0)"
641.0,14.0,11,"(839.0, 628.0)","(814.0, 613.0)","(816.0, 595.0)","(843.0, 610.0)"
641.0,14.0,20,"(1094.0, 479.0)","(1111.0, 494.0)","(1088.0, 512.0)","(1070.0, 497.0)"
720.0,15.0,16,"(391.0, 924.0)","(388.0, 897.0)","(409.0, 895.0)","(412.0, 923.0)"
720.0,15.0,11,"(840.0, 628.0)","(814.0, 612.0)","(816.0, 595.0)","(843.0, 609.0)"
