1,1,218.62,467.83,230.57999999999998,198.93,1,1,1.0
1,2,215.73,643.7,233.29,222.52999999999997,1,1,1.0
1,3,551.51,364.26,189.89,203.46000000000004,1,1,1.0
1,4,643.61,298.2,322.80999999999995,211.57999999999998,1,1,1.0
1,5,590.26,527.24,295.68000000000006,166.37,1,1,1.0
1,6,721.0,621.6,247.65999999999997,221.10000000000002,1,1,1.0
1,7,515.04,682.58,214.76,236.0999999999999,1,1,1.0
1,8,639.9,805.83,290.11,187.62,1,1,1.0
1,9,1098.91,830.5,456.25,287.6199999999999,1,1,1.0
2,1,262.0,491.3,194.39999999999998,170.90000000000003,1,1,1.0
2,2,215.73,643.7,228.77,229.79999999999995,1,1,1.0
2,3,494.2,388.4,247.2,173.30000000000007,1,1,1.0
2,4,434.7,278.3,318.32,164.59999999999997,1,1,1.0
2,5,590.26,519.1,293.84000000000003,174.51,1,1,1.0
2,6,683.0,610.9,266.79999999999995,232.39999999999998,1,1,1.0
2,7,515.04,682.58,190.86,230.7199999999999,1,1,1.0
2,8,639.9,817.9,284.1,168.0,1,1,1.0
2,9,1505.2,452.4,604.6000000000001,532.9,1,1,1.0
3,1,262.0,491.3,194.39999999999998,170.90000000000003,1,1,1.0
3,2,215.73,643.7,231.47,226.19999999999993,1,1,1.0
3,3,534.9,388.4,206.5,171.80000000000007,1,1,1.0
3,4,411.19,302.7,252.31,194.45,1,1,1.0
3,5,590.26,519.1,300.14,174.51,1,1,1.0
3,6,689.3,602.1,261.80000000000007,248.69999999999993,1,1,1.0
3,7,516.3,609.7,162.0,308.9799999999999,1,1,1.0
3,8,639.9,817.9,284.1,168.0,1,1,1.0
3,9,1595.8,510.2,487.39999999999986,406.40000000000003,1,1,1.0
4,1,262.0,491.3,194.39999999999998,170.90000000000003,1,1,1.0
4,2,221.2,650.0,226.0,225.29999999999995,1,1,1.0
4,3,552.2,388.4,196.69999999999993,232.10000000000002,1,1,1.0
4,4,411.19,290.9,248.70999999999998,206.25,1,1,1.0
4,5,590.26,519.1,292.94000000000005,174.51,1,1,1.0
4,6,698.1,610.3,260.5,252.4000000000001,1,1,1.0
4,7,484.9,614.1,146.30000000000007,314.63,1,1,1.0
4,8,629.4,817.9,328.5,168.0,1,1,1.0
4,9,1673.9,488.1,258.29999999999995,419.4,1,1,1.0
5,1,262.0,491.3,184.5,170.90000000000003,1,1,1.0
5,2,221.2,650.0,226.0,225.29999999999995,1,1,1.0
5,3,552.2,382.4,196.69999999999993,260.70000000000005,1,1,1.0
5,4,411.19,290.9,248.70999999999998,206.25,1,1,1.0
5,5,590.26,519.1,299.24,174.51,1,1,1.0
5,6,644.1,636.0,322.69999999999993,207.20000000000005,1,1,1.0
5,7,464.8,632.3,171.40000000000003,285.1,1,1,1.0
