1,1,261.4,551.58,216.71000000000004,170.01999999999998,1,1,1.0
1,2,393.6,580.5,179.86,277.4,1,1,1.0
1,3,327.4,510.73,74.61000000000001,44.569999999999936,1,1,0.0
1,4,605.93,382.33,157.47000000000003,259.46999999999997,1,1,1.0
1,5,645.55,652.94,160.75,270.5899999999999,1,1,1.0
1,6,774.6,440.64,241.11,221.15999999999997,1,1,1.0
1,7,818.27,253.0,263.79999999999995,175.26,1,1,1.0
1,8,961.35,449.86,198.17999999999995,263.05999999999995,1,1,1.0
1,9,1385.74,763.93,270.5899999999999,201.19000000000005,1,1,1.0
2,1,323.6,507.3,122.27999999999997,213.3,1,1,1.0
2,2,398.4,582.23,170.73000000000002,282.77,1,1,1.0
2,3,324.1,502.91,30.899999999999977,45.29000000000002,1,1,0.0
2,4,606.5,380.6,154.29999999999995,260.0,1,1,1.0
2,5,642.95,655.97,160.75,271.53,1,1,1.0
2,6,753.7,470.7,233.26999999999998,208.50000000000006,1,1,1.0
2,7,818.27,253.0,263.79999999999995,175.26,1,1,1.0
2,8,986.97,386.57,156.02999999999997,297.63000000000005,1,1,1.0
2,9,1385.74,763.93,270.5899999999999,201.19000000000005,1,1,1.0
3,1,348.0,372.99,214.98000000000002,288.90999999999997,1,1,1.0
3,2,399.2,578.76,176.85999999999996,280.03999999999996,1,1,1.0
3,3,329.1,513.94,60.849999999999966,29.959999999999923,1,1,0.0
3,4,607.98,379.08,155.30999999999995,263.07,1,1,1.0
3,5,654.22,654.67,151.27999999999997,276.0300000000001,1,1,1.0
3,6,743.6,462.23,228.26999999999998,216.87,1,1,1.0
3,7,818.27,256.8,263.79999999999995,171.45999999999998,1,1,1.0
3,8,970.4,386.57,172.60000000000002,303.72999999999996,1,1,1.0
3,9,1385.74,763.93,276.6600000000001,204.17000000000007,1,1,1.0
4,1,375.5,339.59,186.17999999999995,268.11000000000007,1,1,1.0
4,2,400.1,579.2,172.49,278.29999999999995,1,1,1.0
4,3,323.1,512.44,70.10999999999996,37.95999999999992,1,1,0.0
