time_MS,frame,ID,top_left,top_right,bottom_right,bottom_left
0.0,1.0,1,"(224.0, 780.0)","(205.0, 765.0)","(219.0, 743.0)","(237.0, 759.0)"
0.0,1.0,6,"(368.0, 580.0)","(387.0, 563.0)","(398.0, 586.0)","(380.0, 602.0)"
0.0,1.0,2,"(1274.0, 557.0)","(1290.0, 532.0)","(1314.0, 546.0)","(1298.0, 572.0)"
0.0,1.0,8,"(935.0, 500.0)","(936.0, 470.0)","(967.0, 471.0)","(966.0, 500.0)"
0.0,1.0,12,"(735.0, 312.0)","(746.0, 341.0)","(726.0, 354.0)","(715.0, 327.0)"
0.0,1.0,9,"(1188.0, 378.0)","(1207.0, 400.0)","(1185.0, 419.0)","(1165.0, 397.0)"
41.0,2.0,1,"(224.0, 780.0)","(205.0, 765.0)","(219.0, 743.0)","(237.0, 759.0)"
41.0,2.0,3,"(669.0, 640.0)","(675.0, 671.0)","(653.0, 675.0)","(647.0, 644.0)"
41.0,2.0,6,"(370.0, 580.0)","(388.0, 563.0)","(399.0, 585.0)","(381.0, 602.0)"
41.0,2.0,2,"(1274.0, 557.0)","(1290.0, 532.0)","(1314.0, 547.0)","(1298.0, 572.0)"
41.0,2.0,8,"(935.0, 501.0)","(936.0, 470.0)","(967.0, 471.0)","(966.0, 500.0)"
41.0,2.0,12,"(735.0, 313.0)","(746.0, 341.0)","(726.0, 355.0)","(715.0, 327.0)"
81.0,3.0,1,"(224.0, 780.0)","(205.0, 765.0)","(220.0, 743.0)","(238.0, 760.0)"
81.0,3.0,6,"(370.0, 580.0)","(389.0, 562.0)","(400.0, 583.0)","(382.0, 602.0)"
81.0,3.0,2,"(1274.0, 558.0)","(1290.0, 533.0)","(1314.0, 548.0)","(1297.0, 573.0)"
81.0,3.0,8,"(935.0, 500.0)","(936.0, 470.0)","(966.0, 471.0)","(965.0, 501.0)"
81.0,3.0,12,"(735.0, 314.0)","(746.0, 341.0)","(726.0, 355.0)","(714.0, 328.0)"
121.0,4.0,1,"(224.0, 780.0)","(205.0, 764.0)","(220.0, 743.0)","(238.0, 759.0)"
121.0,4.0,3,"(670.0, 642.0)","(676.0, 673.0)","(653.0, 676.0)","(647.0, 646.0)"
121.0,4.0,6,"(372.0, 579.0)","(389.0, 561.0)","(401.0, 582.0)","(383.0, 601.0)"
121.0,4.0,2,"(1271.0, 555.0)","(1288.0, 531.0)","(1311.0, 547.0)","(1293.0, 571.0)"
